path,filename,class_name,label,n_masks,mask_paths,group,content_md5
Dataset_BUSI\malignant\malignant (154).png,malignant (154).png,malignant,1,1,Dataset_BUSI\malignant\malignant (154)_mask.png,381,b63616b9d453e89c92ef3db89d04e89a
Dataset_BUSI\malignant\malignant (155).png,malignant (155).png,malignant,1,1,Dataset_BUSI\malignant\malignant (155)_mask.png,382,a9af6080359cfeb796903542faa26b98
Dataset_BUSI\malignant\malignant (156).png,malignant (156).png,malignant,1,1,Dataset_BUSI\malignant\malignant (156)_mask.png,383,d7f13411df6a45ddace1e19fff18f756
Dataset_BUSI\malignant\malignant (157).png,malignant (157).png,malignant,1,1,Dataset_BUSI\malignant\malignant (157)_mask.png,384,d3e2c90020bf97fbfe8181823a5ecf08
Dataset_BUSI\malignant\malignant (158).png,malignant (158).png,malignant,1,1,Dataset_BUSI\malignant\malignant (158)_mask.png,385,1dd24a5bcc10b779cdfe19e981ad2d3f
Dataset_BUSI\malignant\malignant (159).png,malignant (159).png,malignant,1,1,Dataset_BUSI\malignant\malignant (159)_mask.png,386,f63e1d2b1b3480d2012ba206e7c86ea3
Dataset_BUSI\malignant\malignant (16).png,malignant (16).png,malignant,1,1,Dataset_BUSI\malignant\malignant (16)_mask.png,387,27a03cd38574a42f62322fa803eccb51
Dataset_BUSI\malignant\malignant (160).png,malignant (160).png,malignant,1,1,Dataset_BUSI\malignant\malignant (160)_mask.png,388,287b5ea09dfe12ea4513850a05db71b2
Dataset_BUSI\malignant\malignant (161).png,malignant (161).png,malignant,1,1,Dataset_BUSI\malignant\malignant (161)_mask.png,389,66cc88c6f77c08db21bad2033ba80321
Dataset_BUSI\malignant\malignant (162).png,malignant (162).png,malignant,1,1,Dataset_BUSI\malignant\malignant (162)_mask.png,390,7d96670322c886f6f7fae8e85e308930
Dataset_BUSI\malignant\malignant (163).png,malignant (163).png,malignant,1,1,Dataset_BUSI\malignant\malignant (163)_mask.png,391,a9b1221a39ec1eb8c87682829e89daca
Dataset_BUSI\malignant\malignant (164).png,malignant (164).png,malignant,1,1,Dataset_BUSI\malignant\malignant (164)_mask.png,392,f03d495ee766d3236e61a4bbf076f67f
Dataset_BUSI\malignant\malignant (165).png,malignant (165).png,malignant,1,1,Dataset_BUSI\malignant\malignant (165)_mask.png,393,c7459a1f4802303c3f654f67ab2ea2ad
Dataset_BUSI\malignant\malignant (166).png,malignant (166).png,malignant,1,1,Dataset_BUSI\malignant\malignant (166)_mask.png,394,f7e8b2f2d0496ab3d9c290dc8016dadf
Dataset_BUSI\malignant\malignant (167).png,malignant (167).png,malignant,1,1,Dataset_BUSI\malignant\malignant (167)_mask.png,395,e94bcee18f7c75aa47b6433f4dc63ff6
Dataset_BUSI\malignant\malignant (168).png,malignant (168).png,malignant,1,1,Dataset_BUSI\malignant\malignant (168)_mask.png,396,32de409045e44290f07f1d7a323d7e2d
Dataset_BUSI\malignant\malignant (169).png,malignant (169).png,malignant,1,1,Dataset_BUSI\malignant\malignant (169)_mask.png,397,34e4bbc204c18e9f9ae688f521fbcfe7
Dataset_BUSI\malignant\malignant (17).png,malignant (17).png,malignant,1,1,Dataset_BUSI\malignant\malignant (17)_mask.png,398,c49ad0a32a149a487c0aedf042a505ea
Dataset_BUSI\malignant\malignant (170).png,malignant (170).png,malignant,1,1,Dataset_BUSI\malignant\malignant (170)_mask.png,399,7d5ef491aab76763ef8c963b813afd19
Dataset_BUSI\malignant\malignant (171).png,malignant (171).png,malignant,1,1,Dataset_BUSI\malignant\malignant (171)_mask.png,400,53d8a70ecc3bec551a87a79177d52b53
Dataset_BUSI\malignant\malignant (172).png,malignant (172).png,malignant,1,1,Dataset_BUSI\malignant\malignant (172)_mask.png,401,6daabd3a1eedac7a5668d7019a1de30c
Dataset_BUSI\malignant\malignant (173).png,malignant (173).png,malignant,1,1,Dataset_BUSI\malignant\malignant (173)_mask.png,402,38e9063e3da49c3ab6cbe839ccb03e4e
Dataset_BUSI\malignant\malignant (174).png,malignant (174).png,malignant,1,1,Dataset_BUSI\malignant\malignant (174)_mask.png,403,080e8358e32078100fbef90c54ba952b
Dataset_BUSI\malignant\malignant (175).png,malignant (175).png,malignant,1,1,Dataset_BUSI\malignant\malignant (175)_mask.png,404,3e8c5610d446cbf693a9d6076fedd039
Dataset_BUSI\malignant\malignant (176).png,malignant (176).png,malignant,1,1,Dataset_BUSI\malignant\malignant (176)_mask.png,405,de1e22d590f79466acc52514958c04a6
Dataset_BUSI\malignant\malignant (177).png,malignant (177).png,malignant,1,1,Dataset_BUSI\malignant\malignant (177)_mask.png,406,eacc47ffebbaeee01d5b8a6b7a573165
Dataset_BUSI\malignant\malignant (178).png,malignant (178).png,malignant,1,1,Dataset_BUSI\malignant\malignant (178)_mask.png,407,f9a6b6ae79d7adb772b1d14eb703d1ec
Dataset_BUSI\malignant\malignant (179).png,malignant (179).png,malignant,1,1,Dataset_BUSI\malignant\malignant (179)_mask.png,408,b4c403605564aa6e04d32082a4d12dac
Dataset_BUSI\malignant\malignant (18).png,malignant (18).png,malignant,1,1,Dataset_BUSI\malignant\malignant (18)_mask.png,346,5b9dd338828527acd4aa9e6b8d4aeee0
Dataset_BUSI\malignant\malignant (180).png,malignant (180).png,malignant,1,1,Dataset_BUSI\malignant\malignant (180)_mask.png,409,31b149f3939c6634c34af3335fcdfa94
Dataset_BUSI\malignant\malignant (181).png,malignant (181).png,malignant,1,1,Dataset_BUSI\malignant\malignant (181)_mask.png,410,79bc2d2ccd80ac36ba752fa81897078b
Dataset_BUSI\malignant\malignant (182).png,malignant (182).png,malignant,1,1,Dataset_BUSI\malignant\malignant (182)_mask.png,411,9a197eae30fbb8441eaab3ebf065acc7
Dataset_BUSI\malignant\malignant (183).png,malignant (183).png,malignant,1,1,Dataset_BUSI\malignant\malignant (183)_mask.png,412,5e8a15d4c189afa74d98819db163d366
Dataset_BUSI\malignant\malignant (184).png,malignant (184).png,malignant,1,1,Dataset_BUSI\malignant\malignant (184)_mask.png,413,5118b47bdd24f067c0ec6474b7322132
Dataset_BUSI\malignant\malignant (185).png,malignant (185).png,malignant,1,1,Dataset_BUSI\malignant\malignant (185)_mask.png,414,f624710226a30555aab04045a407280b
Dataset_BUSI\malignant\malignant (186).png,malignant (186).png,malignant,1,1,Dataset_BUSI\malignant\malignant (186)_mask.png,415,4f10d1dc8b082e0c5eb6040ae57b18f7
Dataset_BUSI\malignant\malignant (187).png,malignant (187).png,malignant,1,1,Dataset_BUSI\malignant\malignant (187)_mask.png,416,1ed8a224637bc4992fa8dcfde99ee65b
Dataset_BUSI\malignant\malignant (188).png,malignant (188).png,malignant,1,1,Dataset_BUSI\malignant\malignant (188)_mask.png,417,f81fefd6b45bc5d4ea49afc4e7938380
Dataset_BUSI\malignant\malignant (189).png,malignant (189).png,malignant,1,1,Dataset_BUSI\malignant\malignant (189)_mask.png,418,0499bdbe1a861ce0a9b28667f670bf70
Dataset_BUSI\malignant\malignant (19).png,malignant (19).png,malignant,1,1,Dataset_BUSI\malignant\malignant (19)_mask.png,419,a260ea5b3c1da886ada65af573aab013
Dataset_BUSI\malignant\malignant (190).png,malignant (190).png,malignant,1,1,Dataset_BUSI\malignant\malignant (190)_mask.png,420,272e6981ff6734cfd6e4877de5842a85
Dataset_BUSI\malignant\malignant (191).png,malignant (191).png,malignant,1,1,Dataset_BUSI\malignant\malignant (191)_mask.png,421,3b6c4e64620fb472657bc5d9f997c446
Dataset_BUSI\malignant\malignant (192).png,malignant (192).png,malignant,1,1,Dataset_BUSI\malignant\malignant (192)_mask.png,422,ef6c3e9e48f602eb36a23fe371be7f22
Dataset_BUSI\malignant\malignant (193).png,malignant (193).png,malignant,1,1,Dataset_BUSI\malignant\malignant (193)_mask.png,423,4af7a4492954a15208f6b26b9fe1f284
Dataset_BUSI\malignant\malignant (194).png,malignant (194).png,malignant,1,1,Dataset_BUSI\malignant\malignant (194)_mask.png,424,af3504e51a538c8eda68657361b39ccc
Dataset_BUSI\malignant\malignant (195).png,malignant (195).png,malignant,1,1,Dataset_BUSI\malignant\malignant (195)_mask.png,425,eebc2f3d1746d99ff25f9b58eae0c0e9
Dataset_BUSI\malignant\malignant (196).png,malignant (196).png,malignant,1,1,Dataset_BUSI\malignant\malignant (196)_mask.png,426,554bf82e6d580f344f6d77daa2052acb
Dataset_BUSI\malignant\malignant (197).png,malignant (197).png,malignant,1,1,Dataset_BUSI\malignant\malignant (197)_mask.png,427,43a16697769fb434e09927356e91cf2e
Dataset_BUSI\malignant\malignant (198).png,malignant (198).png,malignant,1,1,Dataset_BUSI\malignant\malignant (198)_mask.png,428,b8c49518e74f81713ce5adb426b00b2c
Dataset_BUSI\malignant\malignant (199).png,malignant (199).png,malignant,1,1,Dataset_BUSI\malignant\malignant (199)_mask.png,429,78fd85b70fe094740b662b5d3c61d716
Dataset_BUSI\malignant\malignant (2).png,malignant (2).png,malignant,1,1,Dataset_BUSI\malignant\malignant (2)_mask.png,430,2bb725388386fe8892e01c14bd8799c8
Dataset_BUSI\malignant\malignant (20).png,malignant (20).png,malignant,1,1,Dataset_BUSI\malignant\malignant (20)_mask.png,431,e88ac9484aaaac4331899172e5786d67
Dataset_BUSI\malignant\malignant (200).png,malignant (200).png,malignant,1,1,Dataset_BUSI\malignant\malignant (200)_mask.png,432,4054f4e1164d81359af57552727d9c9f
Dataset_BUSI\malignant\malignant (201).png,malignant (201).png,malignant,1,1,Dataset_BUSI\malignant\malignant (201)_mask.png,433,6d4a96ac35d0d7858606ceeb1d73bbbf
Dataset_BUSI\malignant\malignant (202).png,malignant (202).png,malignant,1,1,Dataset_BUSI\malignant\malignant (202)_mask.png,434,77230945f83c0faca985e85ee61b8c82
Dataset_BUSI\malignant\malignant (203).png,malignant (203).png,malignant,1,1,Dataset_BUSI\malignant\malignant (203)_mask.png,435,cfe9854c6b234b2a9c8e30e6dfe24576
Dataset_BUSI\malignant\malignant (204).png,malignant (204).png,malignant,1,1,Dataset_BUSI\malignant\malignant (204)_mask.png,436,17684d5ce7b1b981f162fc183512722f
Dataset_BUSI\malignant\malignant (205).png,malignant (205).png,malignant,1,1,Dataset_BUSI\malignant\malignant (205)_mask.png,437,ac069c56f4382a53f0c10426c7bbd2de
Dataset_BUSI\malignant\malignant (206).png,malignant (206).png,malignant,1,1,Dataset_BUSI\malignant\malignant (206)_mask.png,438,d2a57521d249a7cfe2198f509da73511
Dataset_BUSI\malignant\malignant (207).png,malignant (207).png,malignant,1,1,Dataset_BUSI\malignant\malignant (207)_mask.png,439,8b514ff1deceff0b0cc00aa571eca858
Dataset_BUSI\malignant\malignant (208).png,malignant (208).png,malignant,1,1,Dataset_BUSI\malignant\malignant (208)_mask.png,440,96ef693483051a8ed62230c400a0e12a
Dataset_BUSI\malignant\malignant (209).png,malignant (209).png,malignant,1,1,Dataset_BUSI\malignant\malignant (209)_mask.png,441,ca6e3170217972c71d7aca175591b5f2
Dataset_BUSI\malignant\malignant (21).png,malignant (21).png,malignant,1,1,Dataset_BUSI\malignant\malignant (21)_mask.png,442,2b09288b14531d8d012904874e33d9c7
Dataset_BUSI\malignant\malignant (210).png,malignant (210).png,malignant,1,1,Dataset_BUSI\malignant\malignant (210)_mask.png,443,763769be2c87cdee4bbe61b7b49deb84
Dataset_BUSI\malignant\malignant (22).png,malignant (22).png,malignant,1,1,Dataset_BUSI\malignant\malignant (22)_mask.png,444,5d1e19581c0d1724583e6d90143cd345
Dataset_BUSI\malignant\malignant (23).png,malignant (23).png,malignant,1,1,Dataset_BUSI\malignant\malignant (23)_mask.png,445,849f2d9b19e749ece8abbe161470fa7e
Dataset_BUSI\malignant\malignant (24).png,malignant (24).png,malignant,1,1,Dataset_BUSI\malignant\malignant (24)_mask.png,446,c1d2b3200f350e0006ddcf0aea2084e4
Dataset_BUSI\malignant\malignant (25).png,malignant (25).png,malignant,1,1,Dataset_BUSI\malignant\malignant (25)_mask.png,447,ed43980f4b3f0f44e724fd42f73f5639
Dataset_BUSI\malignant\malignant (26).png,malignant (26).png,malignant,1,1,Dataset_BUSI\malignant\malignant (26)_mask.png,448,64eb818fb3b07f02febd95a79a6598bf
Dataset_BUSI\malignant\malignant (27).png,malignant (27).png,malignant,1,1,Dataset_BUSI\malignant\malignant (27)_mask.png,449,084ba44cc43935d7d2b7d1f9817579c4
Dataset_BUSI\malignant\malignant (28).png,malignant (28).png,malignant,1,1,Dataset_BUSI\malignant\malignant (28)_mask.png,450,e987de231cc280cc08527ca173f5078e
Dataset_BUSI\malignant\malignant (29).png,malignant (29).png,malignant,1,1,Dataset_BUSI\malignant\malignant (29)_mask.png,451,234bb040ae0b7aa0c5cefc6b9d6b5a0c
Dataset_BUSI\malignant\malignant (3).png,malignant (3).png,malignant,1,1,Dataset_BUSI\malignant\malignant (3)_mask.png,452,e228b1cee58ee3a0a6b0869b122c9f77
Dataset_BUSI\malignant\malignant (30).png,malignant (30).png,malignant,1,1,Dataset_BUSI\malignant\malignant (30)_mask.png,453,251cb4d5095ed7a989d11fb115f60cdf
Dataset_BUSI\malignant\malignant (31).png,malignant (31).png,malignant,1,1,Dataset_BUSI\malignant\malignant (31)_mask.png,454,f9780f95f69ccb38adcb455a5e06d81f
Dataset_BUSI\malignant\malignant (32).png,malignant (32).png,malignant,1,1,Dataset_BUSI\malignant\malignant (32)_mask.png,455,f048d9a469839379948613edc3c6b669
Dataset_BUSI\malignant\malignant (33).png,malignant (33).png,malignant,1,1,Dataset_BUSI\malignant\malignant (33)_mask.png,456,d8e899c243c0f620ed64b876bf124777
Dataset_BUSI\malignant\malignant (34).png,malignant (34).png,malignant,1,1,Dataset_BUSI\malignant\malignant (34)_mask.png,457,18ac86a91736aadacf108657fa43488e
Dataset_BUSI\malignant\malignant (35).png,malignant (35).png,malignant,1,1,Dataset_BUSI\malignant\malignant (35)_mask.png,458,3316d82bec24a03de9020b0e53ad01f3
Dataset_BUSI\malignant\malignant (36).png,malignant (36).png,malignant,1,1,Dataset_BUSI\malignant\malignant (36)_mask.png,459,1da959b51cc2cde9d3560fb7c7d4d787
Dataset_BUSI\malignant\malignant (37).png,malignant (37).png,malignant,1,1,Dataset_BUSI\malignant\malignant (37)_mask.png,460,24e143df372728617d4a7440873ee971
Dataset_BUSI\malignant\malignant (38).png,malignant (38).png,malignant,1,1,Dataset_BUSI\malignant\malignant (38)_mask.png,461,3b1aac193e509871e097153f6ed3b33d
Dataset_BUSI\malignant\malignant (39).png,malignant (39).png,malignant,1,1,Dataset_BUSI\malignant\malignant (39)_mask.png,462,f8b2af10e93d269c266ce088835a1541
Dataset_BUSI\malignant\malignant (4).png,malignant (4).png,malignant,1,1,Dataset_BUSI\malignant\malignant (4)_mask.png,463,d63c722161fd182626c9bef0fee68521
Dataset_BUSI\malignant\malignant (40).png,malignant (40).png,malignant,1,1,Dataset_BUSI\malignant\malignant (40)_mask.png,464,089127cd3412ff3d67d70e472fdcbadf
Dataset_BUSI\malignant\malignant (41).png,malignant (41).png,malignant,1,1,Dataset_BUSI\malignant\malignant (41)_mask.png,465,1720100f80a9b41bcdefca3eeb19dbd5
Dataset_BUSI\malignant\malignant (42).png,malignant (42).png,malignant,1,1,Dataset_BUSI\malignant\malignant (42)_mask.png,466,f4253520e46944dbba6b971de52db079
Dataset_BUSI\malignant\malignant (43).png,malignant (43).png,malignant,1,1,Dataset_BUSI\malignant\malignant (43)_mask.png,467,90118b0c719d2960079eedd1ef43836d
Dataset_BUSI\malignant\malignant (44).png,malignant (44).png,malignant,1,1,Dataset_BUSI\malignant\malignant (44)_mask.png,468,e4c9fd32577a55cd417a0d64618d2a70
Dataset_BUSI\malignant\malignant (45).png,malignant (45).png,malignant,1,1,Dataset_BUSI\malignant\malignant (45)_mask.png,469,39410f8d16e091fd78f0dd707f648388
Dataset_BUSI\malignant\malignant (46).png,malignant (46).png,malignant,1,1,Dataset_BUSI\malignant\malignant (46)_mask.png,470,01694c3c56f2c6ae4154500cb90e3426
Dataset_BUSI\malignant\malignant (47).png,malignant (47).png,malignant,1,1,Dataset_BUSI\malignant\malignant (47)_mask.png,471,b27301b941d4fe46420467cdd3d706e5
Dataset_BUSI\malignant\malignant (48).png,malignant (48).png,malignant,1,1,Dataset_BUSI\malignant\malignant (48)_mask.png,472,e71a9e8e991b95e3a20eb09fcf05bf35
Dataset_BUSI\malignant\malignant (49).png,malignant (49).png,malignant,1,1,Dataset_BUSI\malignant\malignant (49)_mask.png,473,35631c9bba184105bc8e3a2a2c6ec4b8
Dataset_BUSI\malignant\malignant (5).png,malignant (5).png,malignant,1,1,Dataset_BUSI\malignant\malignant (5)_mask.png,463,9b4b8132e937ef2aa402eacd47ff6cc6
Dataset_BUSI\malignant\malignant (50).png,malignant (50).png,malignant,1,1,Dataset_BUSI\malignant\malignant (50)_mask.png,474,f838b5c3b01e4f979210034395ca4702
Dataset_BUSI\malignant\malignant (51).png,malignant (51).png,malignant,1,1,Dataset_BUSI\malignant\malignant (51)_mask.png,34,b7e9fe0a11527e1eb0259c1bad8da029
Dataset_BUSI\malignant\malignant (52).png,malignant (52).png,malignant,1,1,Dataset_BUSI\malignant\malignant (52)_mask.png,66,19ca67465ad5606118d8895b569c202a
Dataset_BUSI\malignant\malignant (53).png,malignant (53).png,malignant,1,2,Dataset_BUSI\malignant\malignant (53)_mask.png|Dataset_BUSI\malignant\malignant (53)_mask_1.png,475,3bde8c75dd814807b07b52b2be6f8f92
Dataset_BUSI\malignant\malignant (54).png,malignant (54).png,malignant,1,1,Dataset_BUSI\malignant\malignant (54)_mask.png,476,065639a7ddf6d500fa8fef358b10ea02
Dataset_BUSI\malignant\malignant (55).png,malignant (55).png,malignant,1,1,Dataset_BUSI\malignant\malignant (55)_mask.png,477,842d32ea731511211234428deba6c9e0
Dataset_BUSI\malignant\malignant (56).png,malignant (56).png,malignant,1,1,Dataset_BUSI\malignant\malignant (56)_mask.png,478,ffc2627ac42f6de7de59632cb1f3b3ae
Dataset_BUSI\malignant\malignant (57).png,malignant (57).png,malignant,1,1,Dataset_BUSI\malignant\malignant (57)_mask.png,479,8f203a90e63b61332fc4bf5300895c5c
Dataset_BUSI\malignant\malignant (58).png,malignant (58).png,malignant,1,1,Dataset_BUSI\malignant\malignant (58)_mask.png,480,cebb04f3ef35be1972723bf1b0f42581
Dataset_BUSI\malignant\malignant (59).png,malignant (59).png,malignant,1,1,Dataset_BUSI\malignant\malignant (59)_mask.png,481,51570ddf6e72c44477303b241d57f7d4
Dataset_BUSI\malignant\malignant (6).png,malignant (6).png,malignant,1,1,Dataset_BUSI\malignant\malignant (6)_mask.png,492,5bf175490846741719c903d476d41af7
Dataset_BUSI\malignant\malignant (60).png,malignant (60).png,malignant,1,1,Dataset_BUSI\malignant\malignant (60)_mask.png,482,f35d8f53f1bbdd58f3a689c90fbccbfe
Dataset_BUSI\malignant\malignant (61).png,malignant (61).png,malignant,1,1,Dataset_BUSI\malignant\malignant (61)_mask.png,483,3c3e8a518336346811847c6dc4e264aa
Dataset_BUSI\malignant\malignant (62).png,malignant (62).png,malignant,1,1,Dataset_BUSI\malignant\malignant (62)_mask.png,484,c49bc6385490b3f9549bfed3ef8023a3
Dataset_BUSI\malignant\malignant (63).png,malignant (63).png,malignant,1,1,Dataset_BUSI\malignant\malignant (63)_mask.png,485,229d3f50abb5434c0f43c03f85646152
Dataset_BUSI\malignant\malignant (64).png,malignant (64).png,malignant,1,1,Dataset_BUSI\malignant\malignant (64)_mask.png,486,0321d60e73ff2c431f79e6fac76d6c9c
Dataset_BUSI\malignant\malignant (65).png,malignant (65).png,malignant,1,1,Dataset_BUSI\malignant\malignant (65)_mask.png,487,c58d95c43bf9346e3f04d4e153fda4ed
Dataset_BUSI\malignant\malignant (66).png,malignant (66).png,malignant,1,1,Dataset_BUSI\malignant\malignant (66)_mask.png,488,138b789de4b158ecfc75a7df228312aa
Dataset_BUSI\malignant\malignant (67).png,malignant (67).png,malignant,1,1,Dataset_BUSI\malignant\malignant (67)_mask.png,489,0b48fea8e4ae346d16f8634d655eb1bc
Dataset_BUSI\malignant\malignant (68).png,malignant (68).png,malignant,1,1,Dataset_BUSI\malignant\malignant (68)_mask.png,490,e3e9f526b1b297f64c7eee0a0d553775
Dataset_BUSI\malignant\malignant (69).png,malignant (69).png,malignant,1,1,Dataset_BUSI\malignant\malignant (69)_mask.png,491,299458f4cbf296cc82274d8ae696b619
Dataset_BUSI\malignant\malignant (7).png,malignant (7).png,malignant,1,1,Dataset_BUSI\malignant\malignant (7)_mask.png,492,c67b31122da82f00f9e8e456a2b65fa9
Dataset_BUSI\malignant\malignant (70).png,malignant (70).png,malignant,1,1,Dataset_BUSI\malignant\malignant (70)_mask.png,493,669512f38c3c24aeccd4541cf3baff64
Dataset_BUSI\malignant\malignant (71).png,malignant (71).png,malignant,1,1,Dataset_BUSI\malignant\malignant (71)_mask.png,494,0b212754f7c65ac074f618e709b8245c
Dataset_BUSI\malignant\malignant (72).png,malignant (72).png,malignant,1,1,Dataset_BUSI\malignant\malignant (72)_mask.png,495,d86e9988091d1f501f047325775eb7d6
Dataset_BUSI\malignant\malignant (73).png,malignant (73).png,malignant,1,1,Dataset_BUSI\malignant\malignant (73)_mask.png,496,529d75cc6c424bfe39cfe716a8907234
Dataset_BUSI\malignant\malignant (74).png,malignant (74).png,malignant,1,1,Dataset_BUSI\malignant\malignant (74)_mask.png,497,22d6debb4203057243f1fe790b9552fd
Dataset_BUSI\malignant\malignant (75).png,malignant (75).png,malignant,1,1,Dataset_BUSI\malignant\malignant (75)_mask.png,498,5dad983422295f2f9b09fa5aac4e1d61
Dataset_BUSI\malignant\malignant (76).png,malignant (76).png,malignant,1,1,Dataset_BUSI\malignant\malignant (76)_mask.png,499,437429421d0813b49b63da9a8d8147cf
Dataset_BUSI\malignant\malignant (77).png,malignant (77).png,malignant,1,1,Dataset_BUSI\malignant\malignant (77)_mask.png,184,e2382be6012d0d8a55d7a3410867b4f1
Dataset_BUSI\malignant\malignant (78).png,malignant (78).png,malignant,1,1,Dataset_BUSI\malignant\malignant (78)_mask.png,500,dc9550d0095e47804662cc651856e40a
Dataset_BUSI\malignant\malignant (79).png,malignant (79).png,malignant,1,1,Dataset_BUSI\malignant\malignant (79)_mask.png,501,f46a8a45db6488fd8ccfe4850c81da48
Dataset_BUSI\malignant\malignant (8).png,malignant (8).png,malignant,1,1,Dataset_BUSI\malignant\malignant (8)_mask.png,492,2c0b353d843e86e174d6556bc8084cf4
Dataset_BUSI\malignant\malignant (80).png,malignant (80).png,malignant,1,1,Dataset_BUSI\malignant\malignant (80)_mask.png,502,6eec4b97cdafab45e159496ea2c1ecc6
Dataset_BUSI\malignant\malignant (81).png,malignant (81).png,malignant,1,1,Dataset_BUSI\malignant\malignant (81)_mask.png,503,13762ee90cd2e4f3dc8fe788d5911d8f
Dataset_BUSI\malignant\malignant (82).png,malignant (82).png,malignant,1,1,Dataset_BUSI\malignant\malignant (82)_mask.png,504,379581c5476143569200edbb120ed7a7
Dataset_BUSI\malignant\malignant (83).png,malignant (83).png,malignant,1,1,Dataset_BUSI\malignant\malignant (83)_mask.png,505,3bea1c04260c5bd1732ec749daae9b22
Dataset_BUSI\malignant\malignant (84).png,malignant (84).png,malignant,1,1,Dataset_BUSI\malignant\malignant (84)_mask.png,506,87787063573f0ed3d5c6d723943897f1
Dataset_BUSI\malignant\malignant (85).png,malignant (85).png,malignant,1,1,Dataset_BUSI\malignant\malignant (85)_mask.png,507,a3ea6dea18631fdb2064784015c0d1fa
Dataset_BUSI\malignant\malignant (86).png,malignant (86).png,malignant,1,1,Dataset_BUSI\malignant\malignant (86)_mask.png,508,8cb10cb4b90e76eb58c89c213711a12d
Dataset_BUSI\malignant\malignant (87).png,malignant (87).png,malignant,1,1,Dataset_BUSI\malignant\malignant (87)_mask.png,509,450c0cc6fb0f7cee07a83a2beef95a44
Dataset_BUSI\malignant\malignant (88).png,malignant (88).png,malignant,1,1,Dataset_BUSI\malignant\malignant (88)_mask.png,398,9f13f8243d4160548b7c3d5f7d299181
Dataset_BUSI\malignant\malignant (89).png,malignant (89).png,malignant,1,1,Dataset_BUSI\malignant\malignant (89)_mask.png,510,76c9987d78bf2391e94086b120914a32
Dataset_BUSI\malignant\malignant (9).png,malignant (9).png,malignant,1,1,Dataset_BUSI\malignant\malignant (9)_mask.png,492,d5823052ab82178bf1e08954f922ee12
Dataset_BUSI\malignant\malignant (90).png,malignant (90).png,malignant,1,1,Dataset_BUSI\malignant\malignant (90)_mask.png,511,b26bf93d2932fcf0a738cd2fac9c5ef3
Dataset_BUSI\malignant\malignant (91).png,malignant (91).png,malignant,1,1,Dataset_BUSI\malignant\malignant (91)_mask.png,512,49f86d21fa80489f2bff7dd7146a34a8
Dataset_BUSI\malignant\malignant (92).png,malignant (92).png,malignant,1,1,Dataset_BUSI\malignant\malignant (92)_mask.png,457,3e7aebf27ce7c2197bb2f638d2d5e532
Dataset_BUSI\malignant\malignant (93).png,malignant (93).png,malignant,1,1,Dataset_BUSI\malignant\malignant (93)_mask.png,253,d35229949864d2f5f51cdaf39bf1a645
Dataset_BUSI\malignant\malignant (94).png,malignant (94).png,malignant,1,1,Dataset_BUSI\malignant\malignant (94)_mask.png,261,4cd738ef9d8338f27cce087657489243
Dataset_BUSI\malignant\malignant (95).png,malignant (95).png,malignant,1,1,Dataset_BUSI\malignant\malignant (95)_mask.png,513,581b10819c392fdcd8626a4b48a3cb15
Dataset_BUSI\malignant\malignant (96).png,malignant (96).png,malignant,1,1,Dataset_BUSI\malignant\malignant (96)_mask.png,514,e65364becd750325a478582d8eee0d38
Dataset_BUSI\malignant\malignant (97).png,malignant (97).png,malignant,1,1,Dataset_BUSI\malignant\malignant (97)_mask.png,514,5a7d085f2d7d1544c7c722cbc495f9c6
Dataset_BUSI\malignant\malignant (98).png,malignant (98).png,malignant,1,1,Dataset_BUSI\malignant\malignant (98)_mask.png,515,9e2cff17638d4949a0f787fa04aad443
Dataset_BUSI\malignant\malignant (99).png,malignant (99).png,malignant,1,1,Dataset_BUSI\malignant\malignant (99)_mask.png,516,d1923321c02ae72fd3f583d4df40fa4d
Dataset_BUSI\normal\normal (1).png,normal (1).png,normal,2,1,Dataset_BUSI\normal\normal (1)_mask.png,157,46a4baa63083aad66f23862823844986
Dataset_BUSI\normal\normal (10).png,normal (10).png,normal,2,1,Dataset_BUSI\normal\normal (10)_mask.png,517,88796d1bc3f9afb931f8ee792c61ba9a
Dataset_BUSI\normal\normal (100).png,normal (100).png,normal,2,1,Dataset_BUSI\normal\normal (100)_mask.png,518,78cc33f98c265c07aba43e074db980a7
Dataset_BUSI\normal\normal (101).png,normal (101).png,normal,2,1,Dataset_BUSI\normal\normal (101)_mask.png,519,0dd1a1ac8229abc67ae5b4c2f60cfa5a
Dataset_BUSI\normal\normal (102).png,normal (102).png,normal,2,1,Dataset_BUSI\normal\normal (102)_mask.png,520,e3310267d974a51b03930c25909fe371
Dataset_BUSI\normal\normal (103).png,normal (103).png,normal,2,1,Dataset_BUSI\normal\normal (103)_mask.png,521,cfcc13f905af474062cf7bd8733ee485
Dataset_BUSI\normal\normal (104).png,normal (104).png,normal,2,1,Dataset_BUSI\normal\normal (104)_mask.png,522,af0f2b7b15ffb2eba51d2e4f0b6d2054
Dataset_BUSI\normal\normal (105).png,normal (105).png,normal,2,1,Dataset_BUSI\normal\normal (105)_mask.png,523,34fe95b7634c2bfec35ca50636dc0c64
Dataset_BUSI\normal\normal (106).png,normal (106).png,normal,2,1,Dataset_BUSI\normal\normal (106)_mask.png,524,0a6f9c7a8a5c06c8dccd2f5057071fb7
Dataset_BUSI\normal\normal (107).png,normal (107).png,normal,2,1,Dataset_BUSI\normal\normal (107)_mask.png,522,89cf33c2d3abcd4c52eb34ed2f817ae4
